Date,Review Text,label,cleansing,baku,stopwords,stemming
2026-01-26 15:54:50,"setiap kali kode OTP diinput saat akan mengaktifkan member basic, loadingnya lama, tidak kunjung selesai, tolong pihak pengembang dan KAI, perbaiki",1,setiap kali kode otp diinput saat akan mengaktifkan member basic loadingnya lama tidak kunjung selesai tolong pihak pengembang dan kai perbaiki,setiap kali kode otp diinput saat akan mengaktifkan member basic loading lama tidak kunjung selesai tolong pihak pengembang dan kai perbaiki,kali kode otp diinput mengaktifkan member basic loading lama tidak kunjung selesai tolong pengembang kai perbaiki,kali kode otp diinput aktif member basic loading lama tidak kunjung selesai tolong kembang kai baik
2026-01-26 14:59:58,pesan tiket 6 hari sebelum keberangkatan selalu kehabisan ..,0,pesan tiket hari sebelum keberangkatan selalu kehabisan,pesan tiket hari sebelum keberangkatan selalu kehabisan,pesan tiket keberangkatan kehabisan,pesan tiket berangkat habis
2026-01-26 13:20:15,kenapa setiap order waktu kedaluwarsa padahal seat nya masih banyak. setelah update pun masih gagal bae. maaf bintang 1 cuma biar dinotif aja sama admin soalnya biasa order pake apk ini.,1,kenapa setiap order waktu kedaluwarsa padahal seat nya masih banyak setelah update pun masih gagal bae maaf bintang cuma biar dinotif aja sama admin soalnya biasa order pake apk ini,kenapa setiap order waktu kedaluwarsa padahal seat nya masih banyak setelah update pun masih gagal bae maaf bintang cuma agar dinotif saja sama admin soalnya biasa order pakai aplikasi ini,order kedaluwarsa seat update gagal bae maaf bintang dinotif admin order pakai aplikasi,order kedaluwarsa seat update gagal bae maaf bintang dinotif admin order pakai aplikasi
2026-01-26 12:55:00,"aplikasi yg sngat memudahkan perjalanan keluar kota cara pemesanan juga gampang ada tanda penumpang antara laki"" dan perempuan jd enak bisa memilih tempat duduk yg di ingin kan sukses selalu KAI transportasi favorit ku 🥰🥰🥰 oya tidak ada adminya lo harga sesuai yg tertera ga ada embel-embel admin nya",0,aplikasi yg sngat memudahkan perjalanan keluar kota cara pemesanan juga gampang ada tanda penumpang antara laki dan perempuan jd enak bisa memilih tempat duduk yg di ingin kan sukses selalu kai transportasi favorit ku oya tidak ada adminya lo harga sesuai yg tertera ga ada embel embel admin nya,aplikasi yang sngat memudahkan perjalanan keluar kota cara pemesanan juga gampang ada tanda penumpang antara laki dan perempuan jadi enak bisa memilih tempat duduk yang di ingin kan sukses selalu kai transportasi favorit ku oya tidak ada admin lo harga sesuai yang tertera tidak ada embel embel admin nya,aplikasi sngat memudahkan perjalanan keluar kota pemesanan gampang tanda penumpang laki perempuan enak bisa memilih duduk sukses kai transportasi favorit ku oya tidak admin lo harga sesuai tertera tidak embel embel admin,aplikasi sngat mudah jalan keluar kota mesan gampang tanda tumpang laki perempuan enak bisa pilih duduk sukses kai transportasi favorit ku oya tidak admin lo harga sesuai tera tidak embel embel admin
2026-01-26 11:54:35,Sangat Membantu sekali,0,sangat membantu sekali,sangat membantu sekali,membantu,bantu
2026-01-26 11:48:54,"terlalu sering update aplikasi, kadang-kadang error",1,terlalu sering update aplikasi kadang kadang error,terlalu sering update aplikasi kadang kadang error,update aplikasi kadang kadang error,update aplikasi kadang kadang error
2026-01-26 11:12:43,tolong jangan sering memperbarui aplikasi krna kami yg memori sudah full susah mau menggunakan aplkasi ny,0,tolong jangan sering memperbarui aplikasi krna kami yg memori sudah full susah mau menggunakan aplkasi ny,tolong jangan sering memperbarui aplikasi krna kami yang memori sudah full susah mau menggunakan aplkasi nya,tolong jangan memperbarui aplikasi krna memori full susah aplkasi,tolong jangan baru aplikasi krna memori full susah aplkasi
2026-01-26 11:02:40,jadi kecewa dengan aplikasi kai. masa hp saya android OS 9 ga kompatibel sama aplikasi ini.. sebelum bisa dan saya sudah gunakan 2 tahun.. tolong dibantu kemudahan nya jangan dibat jadi sulit,1,jadi kecewa dengan aplikasi kai masa hp saya android os ga kompatibel sama aplikasi ini sebelum bisa dan saya sudah gunakan tahun tolong dibantu kemudahan nya jangan dibat jadi sulit,jadi kecewa dengan aplikasi kai masa handphone saya android os tidak kompatibel sama aplikasi ini sebelum bisa dan saya sudah gunakan tahun tolong dibantu kemudahan nya jangan dibat jadi sulit,kecewa aplikasi kai handphone android os tidak kompatibel aplikasi bisa tolong dibantu kemudahan jangan dibat sulit,kecewa aplikasi kai handphone android os tidak kompatibel aplikasi bisa tolong bantu mudah jangan dibat sulit
2026-01-26 10:31:19,"memudahkan kita untuk melakukan perjalanan jauh maupun dekat dengan fasilitas ekonomi tapi be AC , 😍😍😍",0,memudahkan kita untuk melakukan perjalanan jauh maupun dekat dengan fasilitas ekonomi tapi be ac,memudahkan kita untuk melakukan perjalanan jauh maupun dekat dengan fasilitas ekonomi tapi be ac,memudahkan perjalanan fasilitas ekonomi be ac,mudah jalan fasilitas ekonomi be ac
2026-01-26 10:21:42,"jangan pernah beli tiket menggunakan KAI pay. uang anda hilang tiket gagal terbeli, pengembalian uang nya pun tidak jelas.",0,jangan pernah beli tiket menggunakan kai pay uang anda hilang tiket gagal terbeli pengembalian uang nya pun tidak jelas,jangan pernah beli tiket menggunakan kai pay uang anda hilang tiket gagal terbeli pengembalian uang nya pun tidak jelas,jangan beli tiket kai pay uang hilang tiket gagal terbeli pengembalian uang tidak,jangan beli tiket kai pay uang hilang tiket gagal beli kembali uang tidak
2026-01-26 09:17:30,tidak jelas GK bisa daftar,1,tidak jelas gk bisa daftar,tidak jelas tidak bisa daftar,tidak tidak bisa daftar,tidak tidak bisa daftar
2026-01-26 08:57:24,sangat bagus pelayanannya,0,sangat bagus pelayanannya,sangat bagus pelayanannya,bagus pelayanannya,bagus layan
2026-01-26 05:01:25,kenapa ya gabisa di download ulang apknya,0,kenapa ya gabisa di download ulang apknya,kenapa iya tidak bisa di download ulang aplikasinya,iya tidak bisa download ulang aplikasinya,iya tidak bisa download ulang aplikasi
2026-01-26 04:55:47,tolong di optimalkan lagi. terutama jadwal kereta CommuterLine. di aplikasi dan di stasiun jadwal nya berbeda. terkadang lebih cepat. terkadang lebih lambat. tolong konfirmasi kan jadwal nya itu di sesuaikan,0,tolong di optimalkan lagi terutama jadwal kereta commuterline di aplikasi dan di stasiun jadwal nya berbeda terkadang lebih cepat terkadang lebih lambat tolong konfirmasi kan jadwal nya itu di sesuaikan,tolong di optimalkan lagi terutama jadwal kereta commuterline di aplikasi dan di stasiun jadwal nya berbeda terkadang lebih cepat terkadang lebih lambat tolong konfirmasi kan jadwal nya itu di sesuaikan,tolong optimalkan jadwal kereta commuterline aplikasi stasiun jadwal berbeda terkadang cepat terkadang lambat tolong konfirmasi jadwal sesuaikan,tolong optimal jadwal kereta commuterline aplikasi stasiun jadwal beda terkadang cepat terkadang lambat tolong konfirmasi jadwal sesuai
2026-01-26 02:22:08,potogan terlalu banyak cui...,0,potogan terlalu banyak cui,potogan terlalu banyak cui,potogan cui,potogan cui
2026-01-26 02:15:26,sangat baik' aplikasi yg sangat membantu,0,sangat baik aplikasi yg sangat membantu,sangat baik aplikasi yang sangat membantu,aplikasi membantu,aplikasi bantu
2026-01-26 02:12:34,jadwal Kereta tidak sesuai,0,jadwal kereta tidak sesuai,jadwal kereta tidak sesuai,jadwal kereta tidak sesuai,jadwal kereta tidak sesuai
2026-01-25 20:50:08,"setelah pembaruan maksimal pembelian tiket 4 orang sedangkan saya sekeluarga di KK 6 orang, kalau untuk hari-hari biasa mungkin tidak masalah tapi kalau untuk war tiket lebaran bagaimana? tolong dikembalikan semula seperti dulu",0,setelah pembaruan maksimal pembelian tiket orang sedangkan saya sekeluarga di kk orang kalau untuk hari hari biasa mungkin tidak masalah tapi kalau untuk war tiket lebaran bagaimana tolong dikembalikan semula seperti dulu,setelah pembaruan maksimal pembelian tiket orang sedangkan saya sekeluarga di kk orang kalau untuk hari hari biasa mungkin tidak masalah tapi kalau untuk rebutan tiket lebaran bagaimana tolong dikembalikan semula seperti dulu,pembaruan maksimal pembelian tiket orang sekeluarga kk orang tidak rebutan tiket lebaran tolong dikembalikan,baru maksimal beli tiket orang keluarga kk orang tidak rebut tiket lebaran tolong kembali
2026-01-25 15:21:36,kenapa aplikasi ini sekarang tidak bisa dibuka di perangkat sya? tolong diperaiki saya sangat membutuhkan aplikasi ini,1,kenapa aplikasi ini sekarang tidak bisa dibuka di perangkat sya tolong diperaiki saya sangat membutuhkan aplikasi ini,kenapa aplikasi ini sekarang tidak bisa dibuka di perangkat sya tolong diperaiki saya sangat membutuhkan aplikasi ini,aplikasi tidak bisa dibuka perangkat sya tolong diperaiki membutuhkan aplikasi,aplikasi tidak bisa buka perangkat sya tolong diperaiki butuh aplikasi
2026-01-25 14:51:00,"saldo kepotong tiket knapa ga dapet , customer servis nya sngaja mainin sgnal tlp biar ga bsa ngadu ..",1,saldo kepotong tiket knapa ga dapet customer servis nya sngaja mainin sgnal tlp biar ga bsa ngadu,saldo kepotong tiket knapa tidak dapat customer servis nya sngaja mainin sgnal telepon agar tidak bsa ngadu,saldo kepotong tiket knapa tidak customer servis sngaja mainin sgnal telepon tidak bsa ngadu,saldo potong tiket knapa tidak customer servis sngaja mainin sgnal telepon tidak bsa ngadu
2026-01-25 12:59:34,Discount Lansia boleh ditambah dong,0,discount lansia boleh ditambah dong,discount lansia boleh ditambah dong,discount lansia ditambah,discount lansia tambah
2026-01-25 11:56:59,terimakasih sangat membantu saat terjadi kendala 🙏🏼🙏🏼🙏🏼,0,terimakasih sangat membantu saat terjadi kendala,terimakasih sangat membantu saat terjadi kendala,terimakasih membantu kendala,terimakasih bantu kendala
2026-01-25 11:20:58,Masih ada bug di bagian railfood beberapa kali mau pesan food di aplikasi tidak bisa🙃,1,masih ada bug di bagian railfood beberapa kali mau pesan food di aplikasi tidak bisa,masih ada bug di bagian railfood beberapa kali mau pesan food di aplikasi tidak bisa,bug railfood kali pesan food aplikasi tidak bisa,bug railfood kali pesan food aplikasi tidak bisa
2026-01-25 10:52:28,Mengapa ya Versi Android HP sy 11 dipersyaratkan versi Android 8 tapi tetap tidak kompatibel ?,1,mengapa ya versi android hp sy dipersyaratkan versi android tapi tetap tidak kompatibel,mengapa iya versi android handphone saya dipersyaratkan versi android tapi tetap tidak kompatibel,iya versi android handphone dipersyaratkan versi android tidak kompatibel,iya versi android handphone syarat versi android tidak kompatibel
2026-01-25 09:52:59,aplikasi kai access ada gangguan kah?mau update kog malah aplikasi non kompatible yaa...apa harus di hp2 terbaru atau bagaimana y?m..tolong dong solusinya .. karena sulit klo harus bolak balik loket dan pemesanan jg g bisa di loket kan sekarang ..,1,aplikasi kai access ada gangguan kah mau update kog malah aplikasi non kompatible yaa apa harus di hp terbaru atau bagaimana y m tolong dong solusinya karena sulit klo harus bolak balik loket dan pemesanan jg g bisa di loket kan sekarang,aplikasi kai access ada gangguan kah mau update kog malah aplikasi non kompatibel ya apa harus di handphone terbaru atau bagaimana ya m tolong dong solusinya karena sulit kalau harus bolak balik loket dan pemesanan juga tidak bisa di loket kan sekarang,aplikasi kai access gangguan kah update kog aplikasi non kompatibel ya handphone terbaru ya m tolong solusinya sulit bolak loket pemesanan tidak bisa loket,aplikasi kai access ganggu kah update kog aplikasi non kompatibel ya handphone baru ya m tolong solusi sulit bolak loket mesan tidak bisa loket
2026-01-25 09:10:32,"udah pesen tiket, dan udah di bayar, malah hangus, padahal saya bayarnya sebelum waktu pembayaran abis, udah kejadian 2x, pembayaran sudah masuk, tapi tiket gagal saya dapatkan, dan uang tidak kembali sama sekali dari apk kai",1,udah pesen tiket dan udah di bayar malah hangus padahal saya bayarnya sebelum waktu pembayaran abis udah kejadian x pembayaran sudah masuk tapi tiket gagal saya dapatkan dan uang tidak kembali sama sekali dari apk kai,sudah pesan tiket dan sudah di bayar malah hangus padahal saya bayarnya sebelum waktu pembayaran abis sudah kejadian x pembayaran sudah masuk tapi tiket gagal saya dapatkan dan uang tidak kembali sama sekali dari aplikasi kai,pesan tiket bayar hangus bayarnya pembayaran abis kejadian x pembayaran masuk tiket gagal dapatkan uang tidak aplikasi kai,pesan tiket bayar hangus bayar bayar abis jadi x bayar masuk tiket gagal dapat uang tidak aplikasi kai
2026-01-25 08:35:39,"dalam pilihan kursi cuma ada yg sudah terisi aja tidak ada warna untuk laki /perempuan, sedang aplikasi temen ada warna laki/perempuan",0,dalam pilihan kursi cuma ada yg sudah terisi aja tidak ada warna untuk laki perempuan sedang aplikasi temen ada warna laki perempuan,dalam pilihan kursi cuma ada yang sudah terisi saja tidak ada warna untuk laki perempuan sedang aplikasi temen ada warna laki perempuan,pilihan kursi terisi tidak warna laki perempuan aplikasi temen warna laki perempuan,pilih kursi isi tidak warna laki perempuan aplikasi temen warna laki perempuan
2026-01-25 06:56:53,sering bermasalah dan dimintak update terus,1,sering bermasalah dan dimintak update terus,sering bermasalah dan dimintak update terus,bermasalah dimintak update,masalah mintak update
2026-01-25 06:54:04,"Aplikasi nge lag, nge bug, ini komisaris nya ama Direkturnya apa ngga mau berbenah sih, di applikasi masa selisih harga dari tiket sebelumnya kalau lebih mahal sisa saldo tidak dikembalikan, Dasar Maling",1,aplikasi nge lag nge bug ini komisaris nya ama direkturnya apa ngga mau berbenah sih di applikasi masa selisih harga dari tiket sebelumnya kalau lebih mahal sisa saldo tidak dikembalikan dasar maling,aplikasi nge lag nge bug ini komisaris nya sama direkturnya apa tidak mau berbenah sih di applikasi masa selisih harga dari tiket sebelumnya kalau lebih mahal sisa saldo tidak dikembalikan dasar maling,aplikasi nge lag nge bug komisaris direkturnya tidak berbenah applikasi selisih harga tiket mahal sisa saldo tidak dikembalikan dasar maling,aplikasi nge lag nge bug komisaris direktur tidak benah applikasi selisih harga tiket mahal sisa saldo tidak kembali dasar maling
2026-01-25 05:05:06,paginya bisa siangnya jadi tidak bisa alasan tidak kompatibel lagi di perangkat untung saja tiket sudah d ss,1,paginya bisa siangnya jadi tidak bisa alasan tidak kompatibel lagi di perangkat untung saja tiket sudah d ss,paginya bisa siangnya jadi tidak bisa alasan tidak kompatibel lagi di perangkat untung saja tiket sudah di ss,paginya bisa siangnya tidak bisa alasan tidak kompatibel perangkat untung tiket ss,pagi bisa siang tidak bisa alas tidak kompatibel perangkat untung tiket ss
2026-01-25 03:56:27,"pelayanan bagus dengan bintang penuh, pelayanan harus dipertahankan",0,pelayanan bagus dengan bintang penuh pelayanan harus dipertahankan,pelayanan bagus dengan bintang penuh pelayanan harus dipertahankan,pelayanan bagus bintang penuh pelayanan dipertahankan,layan bagus bintang penuh layan tahan
2026-01-25 02:41:56,"simple,cepat memudahkan calon penumpang.maju terus KAI",0,simple cepat memudahkan calon penumpang maju terus kai,simple cepat memudahkan calon penumpang maju terus kai,simple cepat memudahkan calon penumpang maju kai,simple cepat mudah calon tumpang maju kai
2026-01-25 00:56:47,"PESAN TIKET, TIKETNYA MALAH GA MUNCUL DAN UANG GA KEMBALI !!!",1,pesan tiket tiketnya malah ga muncul dan uang ga kembali,pesan tiket tiketnya malah tidak muncul dan uang tidak kembali,pesan tiket tiketnya tidak muncul uang tidak,pesan tiket tiket tidak muncul uang tidak
2026-01-25 00:33:23,sangat membantu pergi kemanapun,0,sangat membantu pergi kemanapun,sangat membantu pergi kemanapun,membantu pergi kemanapun,bantu pergi mana
2026-01-24 23:11:39,"Cepat, mudah dan Aman",0,cepat mudah dan aman,cepat mudah dan aman,cepat mudah aman,cepat mudah aman
2026-01-24 22:28:02,"Dipaksa Update, tp ternyata tidak kompatibel dgn android 10",1,dipaksa update tp ternyata tidak kompatibel dgn android,dipaksa update tapi ternyata tidak kompatibel dengan android,dipaksa update tidak kompatibel android,paksa update tidak kompatibel android
2026-01-24 17:18:15,"apa ini aplikasi tidak mumpuni udah beli tiket tapi enggak keluar tiketnya, bukan sekali dua kali ya kek gini udah berkali kali mana penyedia kek apa macam ini, bukan masalah nominal tapi tanggung jawab dari pihak pengelola sangat tidak hormat sangat kecewa sekali",0,apa ini aplikasi tidak mumpuni udah beli tiket tapi enggak keluar tiketnya bukan sekali dua kali ya kek gini udah berkali kali mana penyedia kek apa macam ini bukan masalah nominal tapi tanggung jawab dari pihak pengelola sangat tidak hormat sangat kecewa sekali,apa ini aplikasi tidak mumpuni sudah beli tiket tapi tidak keluar tiketnya bukan sekali dua kali iya bagaimana gini sudah berkali kali mana penyedia bagaimana apa macam ini bukan masalah nominal tapi tanggung jawab dari pihak pengelola sangat tidak hormat sangat kecewa sekali,aplikasi tidak mumpuni beli tiket tidak keluar tiketnya bukan kali iya gini berkali kali penyedia bukan nominal tanggung pengelola tidak hormat kecewa,aplikasi tidak mumpuni beli tiket tidak keluar tiket bukan kali iya gin kali kali sedia bukan nominal tanggung kelola tidak hormat kecewa
2026-01-24 17:15:25,busuk bnget ni aplikasi mau daftar nungguin otp nya lama bnget bgtu udh ada otp nya mlah ngeleg ngeleg bgtu di pncet lnjutkan aneh aplikasi buatan indo gada yg bner,1,busuk bnget ni aplikasi mau daftar nungguin otp nya lama bnget bgtu udh ada otp nya mlah ngeleg ngeleg bgtu di pncet lnjutkan aneh aplikasi buatan indo gada yg bner,buruk bnget ni aplikasi mau daftar nungguin otp nya lama bnget begitu sudah ada otp nya mlah lag lag begitu di pncet lnjutkan aneh aplikasi buatan indonesia gada yang bner,buruk bnget ni aplikasi daftar nungguin otp lama bnget otp mlah lag lag pncet lnjutkan aneh aplikasi buatan indonesia gada bner,buruk bnget ni aplikasi daftar nungguin otp lama bnget otp mlah lag lag pncet lnjutkan aneh aplikasi buat indonesia gada bner
2026-01-24 15:53:59,"tolong di perbaiki lagi pesan online tiket mudik tahun ini ga bisa 5 tiket padahal tahun kemarin bisa, saya keluarga 5 orang karena anak saya masih kecil2 blom bisa sendiri....",0,tolong di perbaiki lagi pesan online tiket mudik tahun ini ga bisa tiket padahal tahun kemarin bisa saya keluarga orang karena anak saya masih kecil blom bisa sendiri,tolong di perbaiki lagi pesan online tiket mudik tahun ini tidak bisa tiket padahal tahun kemarin bisa saya keluarga orang karena anak saya masih kecil blom bisa sendiri,tolong perbaiki pesan online tiket mudik tidak bisa tiket kemarin bisa keluarga orang anak blom bisa,tolong baik pesan online tiket mudik tidak bisa tiket kemarin bisa keluarga orang anak blom bisa
2026-01-24 15:42:13,apk aneh mau daftar aja ribet giliran tinggal masukin kode mlh eror,1,apk aneh mau daftar aja ribet giliran tinggal masukin kode mlh eror,aplikasi aneh mau daftar saja ribet giliran tinggal masukin kode mlh error,aplikasi aneh daftar ribet giliran tinggal masukin kode mlh error,aplikasi aneh daftar ribet gilir tinggal masukin kode mlh error
2026-01-24 14:21:04,"Tolong diperbaiki bagian verifikasi saat pendaftaran akun, untuk mendapatkan kodenya itu harus menunggu lama. Saya baru mendapatkan di email setelah 30 menit lebih.",1,tolong diperbaiki bagian verifikasi saat pendaftaran akun untuk mendapatkan kodenya itu harus menunggu lama saya baru mendapatkan di email setelah menit lebih,tolong diperbaiki bagian verifikasi saat pendaftaran akun untuk mendapatkan kodenya itu harus menunggu lama saya baru mendapatkan di email setelah menit lebih,tolong diperbaiki verifikasi pendaftaran akun kodenya menunggu lama baru email menit,tolong baik verifikasi daftar akun kode tunggu lama baru email menit
2026-01-24 13:09:21,Sekarang KAI member basis sudah bisa masuk tapi Giliran mau ganti identitas yang salah dan lupa pasword susah nya minta ampun kata nya harus tunggu email OTP tapi di tunggu hampir 1 jam nunggu OTP nggak di kirim kirim juga.,1,sekarang kai member basis sudah bisa masuk tapi giliran mau ganti identitas yang salah dan lupa pasword susah nya minta ampun kata nya harus tunggu email otp tapi di tunggu hampir jam nunggu otp nggak di kirim kirim juga,sekarang kai member basis sudah bisa masuk tapi giliran mau ganti identitas yang salah dan lupa sandi susah nya minta ampun kata nya harus tunggu email otp tapi di tunggu hampir jam nunggu otp tidak di kirim kirim juga,kai member basis bisa masuk giliran ganti identitas salah lupa sandi susah ampun tunggu email otp tunggu jam nunggu otp tidak kirim kirim,kai member basis bisa masuk gilir ganti identitas salah lupa sandi susah ampun tunggu email otp tunggu jam nunggu otp tidak kirim kirim
2026-01-24 12:24:49,dulu aplikasi ini lancar. sekarang sering troble,1,dulu aplikasi ini lancar sekarang sering troble,dulu aplikasi ini lancar sekarang sering troble,aplikasi lancar troble,aplikasi lancar troble
2026-01-24 12:16:30,"KAI access makin kesini makin kesono... tim IT-nya becus gak sih!!!? aplikasi diupdate bukannya makin bagus malah makin downgrade!!! loading lama, klik pemesanan susah bgt, metode pembayaran tdk sekomplit dlu. PERBAIKI atau kembalikan spt dlu!!! SUNGGUH SANGAT MENGECEWAKAN!!!",1,kai access makin kesini makin kesono tim it nya becus gak sih aplikasi diupdate bukannya makin bagus malah makin downgrade loading lama klik pemesanan susah bgt metode pembayaran tdk sekomplit dlu perbaiki atau kembalikan spt dlu sungguh sangat mengecewakan,kai access makin kesini makin kesono tim it nya becus tidak sih aplikasi diupdate bukannya makin bagus malah makin downgrade loading lama klik pemesanan susah sangat metode pembayaran tidak sekomplit dlu perbaiki atau kembalikan seperti dlu sungguh sangat mengecewakan,kai access kesini kesono tim it becus tidak aplikasi diupdate bagus downgrade loading lama klik pemesanan susah metode pembayaran tidak sekomplit dlu perbaiki kembalikan dlu sungguh mengecewakan,kai access kesini sono tim it becus tidak aplikasi diupdate bagus downgrade loading lama klik mesan susah metode bayar tidak sekomplit dlu baik kembali dlu sungguh kecewa
2026-01-24 12:00:06,"Setelah melakukan perbaikan, sekarang RailFood tidak bisa diacces melalui Aplikasi. Padahal kita jauh² hari sudah menyiapkan saldo Kai Pay untuk Keperluan Makan minum selama perjalanan. Mohon pencerahan. terima kasih",1,setelah melakukan perbaikan sekarang railfood tidak bisa diacces melalui aplikasi padahal kita jauh hari sudah menyiapkan saldo kai pay untuk keperluan makan minum selama perjalanan mohon pencerahan terima kasih,setelah melakukan perbaikan sekarang railfood tidak bisa diacces melalui aplikasi padahal kita jauh hari sudah menyiapkan saldo kai pay untuk keperluan makan minum selama perjalanan mohon pencerahan terima kasih,perbaikan railfood tidak bisa diacces aplikasi saldo kai pay keperluan makan minum perjalanan mohon pencerahan terima kasih,baik railfood tidak bisa diacces aplikasi saldo kai pay perlu makan minum jalan mohon cerah terima kasih
2026-01-24 11:07:36,"Access by KAI memudahkan transaksi pembelian tiket kapan saja dimana saja, gak perlu lagi ngantri di loket. Pesan & Bayar Online-Datang Hari H-eBoarding-Naik sampai Tujuan, sangat simpel",0,access by kai memudahkan transaksi pembelian tiket kapan saja dimana saja gak perlu lagi ngantri di loket pesan bayar online datang hari h eboarding naik sampai tujuan sangat simpel,access by kai memudahkan transaksi pembelian tiket kapan saja dimana saja tidak perlu lagi antre di loket pesan bayar online datang hari h eboarding naik sampai tujuan sangat sederhana,access by kai memudahkan transaksi pembelian tiket dimana tidak antre loket pesan bayar online h eboarding tujuan sederhana,access by kai mudah transaksi beli tiket mana tidak antre loket pesan bayar online h eboarding tuju sederhana
2026-01-24 09:54:28,"ga lagi-lagi pake ini, repot. banyak errormya.",1,ga lagi lagi pake ini repot banyak errormya,tidak lagi lagi pakai ini repot banyak errormya,tidak pakai repot errormya,tidak pakai repot errormya
2026-01-24 08:09:34,aplikasi kebanyakan gaya demi tampilan tapi susah login banyak perbaikan,1,aplikasi kebanyakan gaya demi tampilan tapi susah login banyak perbaikan,aplikasi kebanyakan gaya demi tampilan tapi susah login banyak perbaikan,aplikasi kebanyakan gaya tampilan susah login perbaikan,aplikasi banyak gaya tampil susah login baik
2026-01-24 07:57:31,mau reffund tiket banyak drama!!,1,mau reffund tiket banyak drama,mau reffund tiket banyak drama,reffund tiket drama,reffund tiket drama
2026-01-24 05:54:29,"saya beli token listrik pakai aplikasi KAI ACCESS ini, bayar menggunakan OVO. transaksi GAGAL, saldo TIDAK KEMBALI. saya hubungi CS KAI ACCESS yang JAWAB BOT. saya punya anak yang masih BAYI. perlu listrik untuk beberapa keperluan BAYI saya. KAI? stasionnya oke dibenahi, aplikasinya PAYAH, CSnya? mikir sendiri lah. kalo ga ngerti maksud saya, yasudahlah, saya ga heran ko. resiko tinggal di negara +62 ya gini tingkat pelayanan publiknya. saya ada SS semua transaksinya. hubungi saya via WA/EMAIL",1,saya beli token listrik pakai aplikasi kai access ini bayar menggunakan ovo transaksi gagal saldo tidak kembali saya hubungi cs kai access yang jawab bot saya punya anak yang masih bayi perlu listrik untuk beberapa keperluan bayi saya kai stasionnya oke dibenahi aplikasinya payah csnya mikir sendiri lah kalo ga ngerti maksud saya yasudahlah saya ga heran ko resiko tinggal di negara ya gini tingkat pelayanan publiknya saya ada ss semua transaksinya hubungi saya via wa email,saya beli token listrik pakai aplikasi kai access ini bayar menggunakan ovo transaksi gagal saldo tidak kembali saya hubungi cs kai access yang jawab bot saya punya anak yang masih bayi perlu listrik untuk beberapa keperluan bayi saya kai stasionnya oke dibenahi aplikasinya payah csnya mikir sendiri lah kalau tidak ngerti maksud saya yasudahlah saya tidak heran ko resiko tinggal di negara iya gini tingkat pelayanan publiknya saya ada ss semua transaksinya hubungi saya via wa email,beli token listrik pakai aplikasi kai access bayar ovo transaksi gagal saldo tidak hubungi cs kai access bot anak bayi listrik keperluan bayi kai stasionnya oke dibenahi aplikasinya payah csnya mikir tidak ngerti maksud yasudahlah tidak heran ko resiko tinggal negara iya gini tingkat pelayanan publiknya ss transaksinya hubungi via wa email,beli token listrik pakai aplikasi kai access bayar ovo transaksi gagal saldo tidak hubung cs kai access bot anak bayi listrik perlu bayi kai stasionnya oke benah aplikasi payah csnya mikir tidak ngerti maksud yasudahlah tidak heran ko resiko tinggal negara iya gin tingkat layan publik ss transaksi hubung via wa email
2026-01-24 05:20:00,"aneh pembatalan keretanya harus pakai bank yang harus mengatasnamakan penumpang,kalo gapunya bank gimana?kocak",0,aneh pembatalan keretanya harus pakai bank yang harus mengatasnamakan penumpang kalo gapunya bank gimana kocak,aneh pembatalan keretanya harus pakai bank yang harus mengatasnamakan penumpang kalau gapunya bank gimana aneh,aneh pembatalan keretanya pakai bank mengatasnamakan penumpang gapunya bank gimana aneh,aneh batal kereta pakai bank mengatasnamakan tumpang gapunya bank gimana aneh
2026-01-24 05:13:19,ga bsa lihat kembali tiket yang dipesan,0,ga bsa lihat kembali tiket yang dipesan,tidak bsa lihat kembali tiket yang dipesan,tidak bsa lihat tiket dipesan,tidak bsa lihat tiket pes
2026-01-24 02:51:10,"ok banget, mudah dan mantap",0,ok banget mudah dan mantap,ok sekali mudah dan mantap,ok mudah mantap,ok mudah mantap
2026-01-24 02:39:38,kenapa apk keluar keluar sendiri dan harga semakin mahal ya?,1,kenapa apk keluar keluar sendiri dan harga semakin mahal ya,kenapa aplikasi keluar keluar sendiri dan harga semakin mahal iya,aplikasi keluar keluar harga mahal iya,aplikasi keluar keluar harga mahal iya
2026-01-24 00:51:46,"Tiket kereta dari kuala bingei ke medan setiap harinya selalu habis bahkan untuk satu minggu kedepan tiket sudah habis, apakah masih ada pemain/calo tiket? tolong di cek kembali dan diperbaiki.",0,tiket kereta dari kuala bingei ke medan setiap harinya selalu habis bahkan untuk satu minggu kedepan tiket sudah habis apakah masih ada pemain calo tiket tolong di cek kembali dan diperbaiki,tiket kereta dari kuala bingei ke medan setiap harinya selalu habis bahkan untuk satu minggu kedepan tiket sudah habis apakah masih ada pemain calo tiket tolong di cek kembali dan diperbaiki,tiket kereta kuala bingei medan harinya habis minggu kedepan tiket habis pemain calo tiket tolong cek diperbaiki,tiket kereta kuala bingei medan hari habis minggu depan tiket habis main calo tiket tolong cek baik
2026-01-23 22:25:53,"saya tidak bisa upgrade ke basic pdhl sudah coba berkali2,, any solution?",0,saya tidak bisa upgrade ke basic pdhl sudah coba berkali any solution,saya tidak bisa pembaruan ke basic padahal sudah coba berkali any solution,tidak bisa pembaruan basic coba berkali any solution,tidak bisa baru basic coba kali any solution
